ID,tweet,sentiment4,product_review_3
1948,Apple. Really? You need brand recognition? I prefer the Red Delicious Variety! :-) {link} #sxsw #popupstores,No emotion toward brand or product,Not Product Review
903,How could Murphy USA better serve you inside Google Maps on your phone? -Google is announcing great features in v5 #SXSW,Positive emotion,Not Product Review
6039,RT @mention How could Murphy USA better serve you inside Google Maps on your phone? -Google is announcing great features in v5 #SXSW,Positive emotion,Not Product Review
2263,"Enjoying Berkowitz talk about RFID and NCF...impact on mobile, retail. Would you carry a NFC phone? Google bullish #sxsw ballroom E",Positive emotion,Product Review
157,#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,Positive emotion,Not Product Review
8797,Rescuing virtual robots in your daily life with your iPhone. Envisioning the day of the last tv broadcast. And that's just the morning #sxsw,No emotion toward brand or product,Not Product Review
1230,"Listening to marissa meyer, head of google social get grilled about JC Penney lol #sxsw",No emotion toward brand or product,Not Product Review
6260,"RT @mention Listening to marissa meyer, head of google social get grilled about JC Penney lol #sxsw",No emotion toward brand or product,Not Product Review
8802,Auntie's voxpop of  popular #sxsw apps is worth a watch: {link} Not many Android phones on view.,No emotion toward brand or product,Not Product Review
46,#IPad2 's ���#SmartCover�۪ Opens to Instant Access - I should have waited to get one! - {link} #apple #SXSW,No emotion toward brand or product,Not Product Review
515,Wish list for tech?  #NTN #SXSW Google Apps helps level the playing field for kids who may not have software at home,No emotion toward brand or product,Not Product Review
4864,Heading to lunch @mention B.D. Ridley's {link} for a Refresh Austin Welcome Lunch / #SxSW event.,No emotion toward brand or product,Not Product Review
1887,Won an iPad case at @mention talking about search research at #SXSW!,No emotion toward brand or product,Not Product Review
2864,"By the tweets of it, friends are boarding planes around the world heading for #SXSW . Have a great festival. Bring me an iPad.",No emotion toward brand or product,Not Product Review
8470,Mayer: I think about simplicity a lot at Google in developing products. #sxsw ^JR,No emotion toward brand or product,Not Product Review
6308,RT @mention Mayer: I think about simplicity a lot at Google in developing products. #sxsw ^JR,No emotion toward brand or product,Not Product Review
6588,RT @mention RT @mention Mayer: I think about simplicity a lot at Google in developing products. #sxsw ^JR,No emotion toward brand or product,Not Product Review
8020,Chris Messina from Google dropping knowledge about web identity. Coming to the Hyatt was the right move. #sxsw,No emotion toward brand or product,Not Product Review
4535,Does anyone else think that Google's Marissa Mayer looks like Laura Linney? :) @mention #SXSW,No emotion toward brand or product,Not Product Review
3597,great article on possible future social media #boston #apple #sxsw @mention The next Twitter? {link},Positive emotion,Product Review
7473,How to improve website rankings: #Google #Bing advice at #SXSW - {link} Get .COM or .PK but be content rich/deep,No emotion toward brand or product,Not Product Review
3408,iPad2 in hand thanks to the Popup Apple Store at #SXSW. First impression: I may have a lemon. Backlight has some bleed thru at the bottom.,Negative emotion,Not Product Review
2612,New iPhone app from @mention called DailyGrape - replacing WineLibrary TV with mobile content &amp; videos. Help to make wine choices #sxsw,No emotion toward brand or product,Not Product Review
1859,"Learning about all the latest food related apps.  Half the people in this rm make apps #sxsw #gsdm check out lovefresh, coming soon  iphone",No emotion toward brand or product,Not Product Review
1018,"Brilliant PR stunt, business idea and customer service response in one: Apple sets up a pop-up store at #sxsw, draws crowds, media &amp; revenue",Positive emotion,Product Review
3894,#sxsw - Missed Marissa Mayer @mention yesterday - is presentation available anywhere? Not sure if was streamed.,No emotion toward brand or product,Not Product Review
7880,The Bus is leaving the Google party and headed to the Power Plant party at 214 w Ave. #SXSW,No emotion toward brand or product,Not Product Review
7017,"Tip for conference goers everywhere: bring iPad, leave laptop at hotel. I've had no battery and a sore shoulder all week! #sxsw",No emotion toward brand or product,Not Product Review
1515,Google 80's party at Maggie Maes #Sxsw... Got some free glow in the dark shades,No emotion toward brand or product,Not Product Review
7872,"&quot;This is the first of 11 shows this week,&quot; says Elliott Frazier of Ringo Deathstarr at Red 7 just now.  Location: {link}  #sxsw",No emotion toward brand or product,Not Product Review
7146,���Viagra for your communications�۪ @mention launches Android app at #SXSW {link} Happy to see expansion beyond Outlook plugin.,No emotion toward brand or product,Not Product Review
246,Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Positive emotion,Product Review
4514,I cant handle everyone's tweets about the new Flipboard. #Jealous Thinking about taking the plunge and buying an iPad at #SXSW,Positive emotion,Not Product Review
1385,"May be so, but I still have a few RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link}",No emotion toward brand or product,Not Product Review
9008,Still only seen two non-iPad tablets at #sxsw. Thousands of iPads.,No emotion toward brand or product,Not Product Review
131,"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",No emotion toward brand or product,Not Product Review
5736,"RT @mention For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",No emotion toward brand or product,Not Product Review
1252,Listening to some Australian knob (celebrity journalist) shoot (and re-shoot and re-shoot) his iPhone vid about meeting the celebs at #SXSW,No emotion toward brand or product,Not Product Review
1669,"@mention &quot;OMG I'm gonna miss 2 panels at #sxsw standing in line for and 1 panel playing with my new iPad, but it'll be worth it. #ponies&quot;",No emotion toward brand or product,Not Product Review
2406,"Eating a coolhaus ice cream sandwich at the Google party. Hmmm, happy. #sxsw",Positive emotion,Not Product Review
2863,Good to meet and see all @mention Don't forget: #mindjet giving away an #iPad for best MindManager map of  #SXSWi details: {link},Positive emotion,Not Product Review
2268,"Could be big&gt;&gt;#Google to Launch Major New #Social Network Called #Circles, Possibly Today - {link} #tech #sxsw",No emotion toward brand or product,Not Product Review
3463,"@mention Heard you�۪re at #sxsw, what do you think abt making an iPhone case of your kids? Your blog? Stop by, we�۪re at the @mention grille",No emotion toward brand or product,Not Product Review
4350,Spent 45 mins @mention the Foursquare lot charging the iPhone. Got it from 29% back up to 75% before getting in line for the Digg party. #SXSW,No emotion toward brand or product,Not Product Review
400,Is Google Circles just Buzz with the corners rounded off? Might we find out today? {link} #sxsw #google,No emotion toward brand or product,Not Product Review
4942,Seeing Google Impact Dashboard panel at #sxsw but I want more tech details. View source.,No emotion toward brand or product,Not Product Review
174,attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,No emotion toward brand or product,Not Product Review
8786,#google (via @mention denies it will be launching #circles at #SXSW  -hope it fares better than #wave and #buzz when it comes,No emotion toward brand or product,Not Product Review
3078,I don't get the obsession with chasing open bars. Everyone here can afford a drink; and If you can't go pawn your iPad. #sxsw,No emotion toward brand or product,Not Product Review
1680,"hoping a #blackberry or #sprint popup store opens up so i can get an xtra battery.  Yes, I still have sprint and a blackberry #sxsw #apple",No emotion toward brand or product,Not Product Review
1490,"If I had .10 for each iPhone picture of the registration queue taken in the past 10 mins, I could hire someone to wait in my place. #sxsw",No emotion toward brand or product,Not Product Review
2898,"Sweet siren call of #gsdm #google party starting downstairs, but I am wrapping #sxsw work at desk. Help me, Obi-Wan, you're my only hope!",No emotion toward brand or product,Not Product Review
3986,"Tech Check podcast -- #SxSW #Android passes #BlackBerry, a big Twitter #fail! -- {link} by @mention #sxsw #cnn",No emotion toward brand or product,Not Product Review
3987,"Tech Check podcast -- South By Southwest, Android passes BlackBerry, a big Twitter fail -- {link} #sxsw #cnn",No emotion toward brand or product,Not Product Review
8295,Funny that they are handing out earplugs at the #SXSW Google/ACLU party. Are they going to announce some bad news they don't want Tweeted?,Negative emotion,Not Product Review
2082,Startups are talking to the captive audience here in the Apple store line. Very smart idea. Why aren't more doing it? #SXSW,No emotion toward brand or product,Not Product Review
3705,CNN is doing a Demo of their TV Everywhere iPhone App with HTML5 Adaptive Bitrate Streaming #SXSW,No emotion toward brand or product,Not Product Review
8899,"@mention What's the wait time lookin like? The Apple Store up north is already sold out, any word on the #SXSW inventory?",No emotion toward brand or product,Not Product Review
195,Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,No emotion toward brand or product,Not Product Review
7480,"Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps. #MarissaGoogle #sxsw",No emotion toward brand or product,Not Product Review
8414,@mention That's impressive for a &quot;popup&quot; store. You must have purchased yourself an iPad 2. Enjoy #SXSW.,Positive emotion,Not Product Review
4607,My tweeting from #sxsw been pretty non existent today thanks to the @mention iPhone app #fail - Hootsuite is the epic replacement! #owllove,Negative emotion,Product Review
1158,"Oh, 'ware the Ides of March.  Location: {link}  #sxsw",No emotion toward brand or product,Not Product Review
8402,@mention thanks for letting us know!  Have you heard about the iPad 2 giveaway we're doing during #SXSW?,Positive emotion,Not Product Review
3171,Good app for &quot;party people/party crasher&quot; ! RT @mention We have release Android App for Cluster -&gt; {link} #sxsw,Positive emotion,Product Review
1161,SXSW ppl: The iPad 3 will be released before you're home and have unpacked. #SXSW,No emotion toward brand or product,Not Product Review
986,Hey #SXSW our new iPad app Dexteria is now available {link} like us on Facebook {link},No emotion toward brand or product,Not Product Review
2745,every time u hold yur ipad 2 up in the air to snap a pic it reminds me of a priest holding up a bible. except designed in california. #sxsw,No emotion toward brand or product,Not Product Review
5704,RT @mention every time u hold yur ipad 2 up in the air to snap a pic it reminds me of a priest holding up a bible. except designed in california. #sxsw,No emotion toward brand or product,Not Product Review
8784,Porting everything to my new Ipad2 before I head off to #SxSW on Sunday. Syncing over 3K songs takes a while. #apple,No emotion toward brand or product,Not Product Review
1497,I think I'm going to get a second iPhone just to view Push Notifications. #sxsw,No emotion toward brand or product,Not Product Review
1036,BRILLIANT READ: Attention Marketers and Media Professionals: the iPad won't save you by @mention  {link} #usguys #SxSW,No emotion toward brand or product,Not Product Review
3740,"Tried to initiate carpooling in ridonkulous taxi line, geeks all silent. I bet everyone would do it if there was an iPhone app for it. #sxsw",No emotion toward brand or product,Not Product Review
1547,@mention @mention @mention Among Companies Trying to Make Impression at #SXSW Interactive {link} #sxswi,No emotion toward brand or product,Not Product Review
3351,"@mention Google, @mention Among Companies Trying to Make Impression at #SXSW Interactive {link} #ipad2 #sxswi",No emotion toward brand or product,Not Product Review
1862,Learning about the future of search from @mention &amp; @mention Creepily social and awesome. #SXSW,No emotion toward brand or product,Not Product Review
4438,Lisa Cohen just announced that @mention will have an iphone app out this month. Sweet! #comCom #SXSW,Positive emotion,Not Product Review
3026,Great interview to @mention on Bloomberg TV about #Ipad2 to kick off #SxSW.#apple {link},Positive emotion,Not Product Review
2983,Watch Someone 'Hack' Times Square TV Screens with an iPhone (via @mention {link} #SXSW #tech #amazing #winning,No emotion toward brand or product,Not Product Review
7864,Many folks have asked about my iPhone battery case. Here's the link {link} #sxsw #fb #Li,No emotion toward brand or product,Not Product Review
1081,There's a short line building at the flash Apple store downtown. People want their new iPads. #SXSW,No emotion toward brand or product,Not Product Review
4288,"@mention Mayer's great theme during Q &amp; A: Simplicity, something all businesses should always keep in mind when developing. #sxsw",No emotion toward brand or product,Not Product Review
1248,Apple set to open popup shop in core of SXSW action. Leases downtown space during festival {link} #SXSW #Apple #austin,No emotion toward brand or product,Not Product Review
998,Hey #sxsw people! Survival tip no 2. Great vegitarian/vegan right in the think of the action. Mr Natural! {link} #sxswsurvival,No emotion toward brand or product,Not Product Review
8240,&amp; What happened? :) RT @mention @mention putting a gun 2 @mention head.Give me your iPhone! #SXSW {link},No emotion toward brand or product,Not Product Review
322,If you're at #SXSW : meet us at Fado. We will give you wristbands that magically lead to beer. Come say hi! {link},No emotion toward brand or product,Not Product Review
6111,RT @mention If you're at #SXSW : meet us at Fado. We will give you wristbands that magically lead to beer. Come say hi! {link},No emotion toward brand or product,Not Product Review
7504,@mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},No emotion toward brand or product,Not Product Review
5147,RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},No emotion toward brand or product,Not Product Review
6489,RT @mention RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},No emotion toward brand or product,Not Product Review
6958,"RT @mention With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw",No emotion toward brand or product,Not Product Review
2662,"With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw",No emotion toward brand or product,Not Product Review
7727,Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,Negative emotion,Product Review
4835,Heading to Austin? check out EVR's #sxsw preview show: {link} Also available under 'shows' via #evrmobile for iPhone &amp; Android,No emotion toward brand or product,Not Product Review
2418,#bjdproductions #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple] {link} #tech,No emotion toward brand or product,Not Product Review
2417,#bjdproductions #Apple Opening Pop-Up Store In Austin For #SXSW {link} #tech,No emotion toward brand or product,Not Product Review
3664,"My 1st #Billboard article: Apple, Spotify, Pandora: Tech Invades Austin @mention SXSWi 2011 {link} #SxSW",No emotion toward brand or product,Not Product Review
6331,"RT @mention My 1st #Billboard article: Apple, Spotify, Pandora: Tech Invades Austin @mention SXSWi 2011 {link} #SxSW",No emotion toward brand or product,Not Product Review
2824,Just bumped into @mention here in Austin for SXSWi and Accelerater  {link}  #tech #SXSW,No emotion toward brand or product,Not Product Review
6205,RT @mention Just bumped into @mention here in Austin for SXSWi and Accelerater  {link}  #tech #SXSW,No emotion toward brand or product,Not Product Review
4102,#tech Apple Opening Pop-Up Store In Austin For #SXSW {link},No emotion toward brand or product,Not Product Review
7028,Is iPad too big for it? RT @mention My takeaway from #sxsw? Mobile is absolutely necessary now for brand relevancy {link},No emotion toward brand or product,Not Product Review
8560,Guy next to me is carefully studying the &quot;best parties at #SXSW 11&quot; spreadsheet he made on on his iPad. But it's an iPad 1. N00B!,No emotion toward brand or product,Not Product Review
1486,It begins... on a story about a cool SXSW app and also Apple is launching the iPad 2 from a temp store. Stay tuned... I love you! #sxsw,Positive emotion,Product Review
2888,I can't help but wonder if Apple sent extra iPad 2's to Austin-area stores?  #SXSW,No emotion toward brand or product,Not Product Review
8259,Is it just me or has the @mention client for Android gotten really buggy lately? #SXSW to blame?,Negative emotion,Product Review
4658,Apple opening a temporary 2-week store at #SxSW just to make it easier to get iPad2 for geeks attending the conference {link},No emotion toward brand or product,Not Product Review
4345,@mention Might need to go to Apple today. I think my &quot;S&quot; &quot;X&quot; and &quot;W&quot; keys are worn out. #SXSW,No emotion toward brand or product,Not Product Review
6316,RT @mention Might need to go to Apple today.  I think my &quot;S&quot; &quot;X&quot; and &quot;W&quot; keys are worn out. #sxsw,No emotion toward brand or product,Not Product Review
3640,"@mention If you're near Zen on Guadalupe 3/19 1pm or at Trailer Space that night, I'm playing #iPhone (Maurice, friend of @mention #SXSW",No emotion toward brand or product,Not Product Review
4819,Google denying the appearance of Circles in crop fields at #sxsw but not their existence.... Next in #SocialMedia,No emotion toward brand or product,Not Product Review
5004,Lack of collaboration &amp; opportunism RT @mention Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,No emotion toward brand or product,Not Product Review
6236,RT @mention Lack of collaboration &amp; opportunism RT @mention Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,No emotion toward brand or product,Not Product Review
2164,Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,No emotion toward brand or product,Not Product Review
5651,"RT @mention Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive lat��_ (cont) {link}",No emotion toward brand or product,Not Product Review
7457,"Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive late night purchases. No regrets here...",No emotion toward brand or product,Not Product Review
7645,"Enough already .... ���@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝",No emotion toward brand or product,Not Product Review
2780,"C'mon already - @mention to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SxSW",No emotion toward brand or product,Not Product Review
4783,Maybe @mention is trying to calculate how much money Mahalo is losing from the Google Farmer update #sxsw,No emotion toward brand or product,Not Product Review
629,"Apple and HP popups at #SXSW. Gee, I wonder which will get more traffic. -  {link}",No emotion toward brand or product,Not Product Review
1172,I must be the only one at #sxsw without an iPad2. Someone needs to make a case that makes my original iPad look like a new 2nd gen.,No emotion toward brand or product,Not Product Review
8443,@mention the line at the temporary apple store here at #sxsw was unreal. Just walked by on my way to the convention center. #ipad2,No emotion toward brand or product,Not Product Review
296,Temporary Apple store at #sxsw - huge line. {link},No emotion toward brand or product,Not Product Review
299,"Temporary apple store for #sxsw, line goes around the block {link}",No emotion toward brand or product,Not Product Review
8628,I need a Twitter app recommendation for my new iPad 2. Thoughts? #SXSW,No emotion toward brand or product,Not Product Review
1781,The iPad 2 is just a better product... They have had time to make worthwhile improvements... @mention Diller #SXSW,Positive emotion,Product Review
4552,I asked one of the booth people if #apple paid every single booth here to show their product on iPad2s. She said no. #idontbelieve #sxsw,No emotion toward brand or product,Not Product Review
184,It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,No emotion toward brand or product,Not Product Review
7641,Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,No emotion toward brand or product,Not Product Review
8568,"Planning to wait for the iPad2 at the #sxsw Apple Store, get #infeKTD. Might be players in the crowd.  {link}",No emotion toward brand or product,Not Product Review
6971,"RT @mention Wooooo! Did I mention that we just released Discovr for IPHONE :)  It's out now, just in time for #sxsw. New features! {link}",Positive emotion,Not Product Review
3601,"Wooooo! Did I mention that we just released Discovr for IPHONE :)  It's out now, just in time for #sxsw. New features! {link}",Positive emotion,Not Product Review
7892,iPad2 goes on sale on first day of #sxsw in #atx tomorrow; is Apple sending a lorry load to Austin? Riots may ensue.,No emotion toward brand or product,Not Product Review
7717,Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Positive emotion,Product Review
6036,RT @mention Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Positive emotion,Product Review
2327,"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}",No emotion toward brand or product,Not Product Review
8611,iPhone battery is going quickly. Guy behind me let me borrow his portable charger. I want one! {link} #SXSW,Negative emotion,Product Review
8348,tried installing @mention on my iphone but it crashes every time i open it. #sxsw,Negative emotion,Product Review
2657,On average Google Maps sees 40% of its users come from mobile devices. We are becoming more connected (@mention #SXSW #donline ^DK,No emotion toward brand or product,Not Product Review
6409,RT @mention On average Google Maps sees 40% of its users come from mobile devices. We are becoming more connected (@mention #SXSW #donline ^DK,No emotion toward brand or product,Not Product Review
6870,RT @mention Want to win a ticket (1) to the #SXSW party? Rules are simple! {link} | Android Unite - Android News To The Masses #Android,No emotion toward brand or product,Not Product Review
3672,Want to win a ticket (1) to the #SXSW party? Rules are simple! {link} | Android Unite - Android News To The Masses #Android,No emotion toward brand or product,Not Product Review
4006,@mention Kenya asked me to blog about it. I may do so tomorrow. Apple has a pop-up store coming to #SXSW,No emotion toward brand or product,Not Product Review
7575,Google Circles could potentially be unveiled today at #SXSW. Could Google get 'social' right this time? Your opinion? {link},No emotion toward brand or product,Not Product Review
827,"Hootsuite launches new Analytics, integrates with facebook, google analytics. Looks good! #hootsuite #sxsw  {link} #HootStats",No emotion toward brand or product,Not Product Review
2674,Win a free ipad 2 from webdoc.com #sxsw RT (awesome tech right here),Positive emotion,Not Product Review
7067,Apple's pop-up store for #SXSW is just like what girl scouts do by planting themselves next to bank ATMS. CA$H MONEY #thinmints,No emotion toward brand or product,Not Product Review
1171,Just used the ol' iPad to help some Brits find their hotel in Austin. #gooddeed #sxsw #winning,No emotion toward brand or product,Not Product Review
3486,"#sxsw fashion essential #2:  iPad plus 2 mobile phones for chronicling witty tweets, unlocking Mayor badges, taking photos of Hootsuite owl",No emotion toward brand or product,Not Product Review
3297,"#sxsw Google party in Austin Texas, on entry received anti privacy law petition, sunglasses and free beer. {link}",No emotion toward brand or product,Not Product Review
3056,Sooo... Design for iPads session is just an hour long ad for me to buy and iPad and apps? #amismarternow? #sxsw,No emotion toward brand or product,Not Product Review
2826,Yes! nailed it - Google Circles: to allow our online communication to respect the same boundaries that our offline social lives do. #sxsw,Positive emotion,Product Review
8893,@mention what did you think of google presentation? Nice to see more retail peeps at #sxsw,Positive emotion,Not Product Review
2700,Every game or app ad in the #SXSW Interactive guide shows either an iPhone or iPad. AT&amp;T &amp; SXSW's two promos show WP7 &amp; Android.,No emotion toward brand or product,Not Product Review
1855,saw #Hashable pushed out an update to its iPhone app - looks ready to use as the paperless biz card solution for  #SXSW,No emotion toward brand or product,Not Product Review
2219,"Marissa Mayer, Google, says 40% of Google Maps usage is local. Google Maps has more than 150m users a day. #sxsw",No emotion toward brand or product,Not Product Review
1581,Haha the @mention drinking game --&gt; &quot;Drink every time Seth says Game Layer OR Google Ventures&quot; #sxsw cc @mention @mention,No emotion toward brand or product,Not Product Review
4317,YES. RT @mention Haha the @mention drinking game: Drink every time Seth says Game Layer OR Google Ventures #sxsw cc @mention,No emotion toward brand or product,Not Product Review
5875,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today ({link} #sxswi #SXSW &gt; sounds fabulous!",No emotion toward brand or product,Not Product Review
3586,@mention I'm ready for both:) Not sure the interoperability problem between iPhone &amp; Android has been solved:) #SXSW,No emotion toward brand or product,Not Product Review
2867,"Like in Vegas during #CES, the iPhone is best used as a hand warmer at #SXSW.",Negative emotion,Not Product Review
4397,"bringing my macbook, ipad, and iphone to #sxsw doesn't seem really practical",No emotion toward brand or product,Not Product Review
4375,Really tempted to get the iPad 2 #sxsw,Positive emotion,Product Review
1697,#sxsw At #smileyparty and really want to win sn iPad!!!!!,No emotion toward brand or product,Not Product Review
698,"shoot, my ipad will not display any search results :( will have to go through questions later #osmpw #sxsw",Negative emotion,Product Review
6083,RT @mention I'm not really at #sxsw. Just messing with you. I'm making money instead. // I bet someone left the iPad queue,No emotion toward brand or product,Not Product Review
2583,"Can anybody get the #SXSW mobile apps to work? I've downloaded Android, iPhone and BlackBerry and they all get stuck downloading on startup.",Negative emotion,Product Review
5675,"RT @mention Did... what my mom might call The Big at #SXSW. Power plant, CNN, Google, and offchain set by Trombone Shorty at PBS.",No emotion toward brand or product,Not Product Review
2145,"Did... what my mom might call The Big at #SXSW. Power plant, CNN, Google, and offchain set by Trombone Shorty at PBS. So sad missed Rye Rey",No emotion toward brand or product,Not Product Review
1326,Flipboard will launch iPhone app before working on experiences for other tablets #sxsw,No emotion toward brand or product,Not Product Review
1925,"Guy Kawasaki ex Apple Evangelist talking eloquently about the art of enchantment - changing, hearts, minds and actions #sxsw",No emotion toward brand or product,Not Product Review
4393,@mention my iPhone crashed &amp; I had to do a fresh restore &amp; lost my fave Dali/canvas pak? Can I ever get it back? Also are you @mention #sxsw?,Negative emotion,Product Review
3082,Say ���Forget You�۝ 2 ur red bar! 1st 5 to meet us in front of Hall 3 in 4 minutes win a dual compatible juice pack air for iphone 4 #SXSW,No emotion toward brand or product,Not Product Review
1491,((Ragtube.com)) My Way {link} #japan #sxsw #earthquake REDCROSS Chuck Greenberg Tokyo Hurricane Katrina Crescent City iPad,No emotion toward brand or product,Not Product Review
4641,"#iPad Lounge: Free daily for #SXSW. Recharge your devices, see  #Art Made on the #iPad show �� Austin Details {link}",No emotion toward brand or product,Not Product Review
1688,"@mention #iPad Lounge: Recharge while you see #Art From the #iPad show, daily for #SXSW �� Austin Details {link}",No emotion toward brand or product,Not Product Review
607,"I'm gonna hang my iPad and our hacked NOOK around my neck this week so I can become the Flava Flav of #sxsw! Top that, hipsters! #gsdm",No emotion toward brand or product,Not Product Review
3542,@mention I attended #beevil to hear criticism of Google or ways for us to improve. Even at #sxsw I'm on duty. Sounds like yr panel rocked,No emotion toward brand or product,Not Product Review
921,Why isn't news industry spending more R&amp;D? Why wait for Apple to innovate for publishers (b/c print is subsidizing efforts.) #newsapps #sxsw,No emotion toward brand or product,Not Product Review
2687,So far the longest line at #sxsw has been at the Apple store.,No emotion toward brand or product,Not Product Review
7460,iOS app approval disrupts the continuous dev flow.  Android has been the preferred platform to fine tune and experiment #sxsw #groupchatapps,No emotion toward brand or product,Not Product Review
2338,"#sxsw #enchantment: @mention &quot;Do I get special treatment by Apple? No, I'm standing in line at Apple Store right with you.&quot;",No emotion toward brand or product,Not Product Review
7750,@mention RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,No emotion toward brand or product,Not Product Review
1208,Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight with #nokiaconnects,No emotion toward brand or product,Not Product Review
5969,RT @mention Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,No emotion toward brand or product,Not Product Review
5970,RT @mention Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight with #nokiaconnects,No emotion toward brand or product,Not Product Review
5971,RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight alguien ahi?,No emotion toward brand or product,Not Product Review
7179,Sad I'm not there!! ���@mention Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW,No emotion toward brand or product,Not Product Review
8660,wish i could go @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,No emotion toward brand or product,Not Product Review
2344,My Apple Charger Lanyard hack is getting rave reviews! :-) #MonksOfInvention #SxSW {link},Positive emotion,Not Product Review
2523,"#SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",No emotion toward brand or product,Not Product Review
5321,"RT @mention #SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",No emotion toward brand or product,Not Product Review
6109,"RT @mention if you were at the #pepsicostage yesterday, check your bag. You may have my iPad. The screen will tell you it's mine #sxsw",No emotion toward brand or product,Not Product Review
7613,"if you were at the #pepsicostage yesterday, please check your bag. You may have my iPad. The lock screen will tell you it's mine. #sxsw",No emotion toward brand or product,Not Product Review
6110,"RT @mention if you were at the #pepsicostage yesterday, please check your bag. You may have my iPad. The lock screen will tell you it's mine. #sxsw",No emotion toward brand or product,Not Product Review
7402,"About #Apple pop up store in #Austin for #sxsw.  When you can get peeps to line up at a store before it is finished, you have Brand Power.",No emotion toward brand or product,Not Product Review
8477,Food for thought: I prefer #SXSW app to website scheduler. iPhone changed my life. Interesting how smart phones have changed communications.,Positive emotion,Product Review
7829,Free brats &amp; cheesesteaks and iPad 2 giveaways at #squarespace at #sxsw! So much to do. So little time and stomach space {link},No emotion toward brand or product,Not Product Review
7147,#SXSW Rumor: Google employees are given a travel budget per city. If they use less they can bank the diff for future trips.,No emotion toward brand or product,Not Product Review
905,compiling my #sxsw list in one google doc is taking a lot longer than i thought... so many parties. so many good musicians.,Positive emotion,Not Product Review
7587,"Google Circles, #Google's major #SocialNetwork will premier at #SXSW today. #Tech #Geek #SocialMedia #GoogleCircles",No emotion toward brand or product,Not Product Review
8579,"@mention Totally! I mean, the number of companies that seemed to be offering the same thing at #sxsw was sad. Apple beat you, give up guys.",Negative emotion,Not Product Review
2359,Apple's Schiller: White iPhone will debut in spring: Don't they also try to sell you faster speed cable? #SXSW m... {link},No emotion toward brand or product,Not Product Review
8935,Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link},No emotion toward brand or product,Not Product Review
5440,RT @mention Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link},No emotion toward brand or product,Not Product Review
8974,"Google guy at #sxsw talk is explaining how he made realistic Twitter bots as an experiment. Gee, thanks for doing that.",Negative emotion,Not Product Review
2947,"Ha! RT @mention Google guy at #sxsw talk is explaining how he made realistic Twitter bots as an experiment. Gee, thanks for doing that.",Negative emotion,Not Product Review
3048,SXSW ladies with STDs: the iPad bot on twitter creator is the persistent guy who chased you all last night. #TakeOneForTheTeam #SXSW,No emotion toward brand or product,Not Product Review
3051,SXSW ladies: the iPad bot on twitter creator is the persistent guy who chased you all last night. #HopeYouDidntGiveHimNone #SXSW,No emotion toward brand or product,Not Product Review
